	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	B13	B14	B15	B16	B18	B19	B20	B21	B22	B23	B24	B25	D01	D02	D03	D04	D05	D07	D08	D09	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D20	D22	D23	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	F01	F02	F03	F04	F05	F06	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	I1_1	I1_2	I1_3	I1_4	I1_5	I1_6	N01	N02	N03	N04	N05	N06	N07	N08	N09	N10	N11	N12	N13	N14	N15	N16	N18	N19	N20
E10	0.8892495455725785	0.8702934302778499	0.8654894832511036	0.8313425084393664	0.7799272916125681	0.7105946507400676	0.6946247727862893	0.6857958971695663	0.6155544014541677	0.5893274474162555	0.5756946247727863	0.7270838743183589	0.7643469228771748	0.7457803168008309	0.8178395222020255	0.836276291872241	0.8708127759023631	0.8702934302778499	0.8809400155803687	0.9041807322773305	0.8975590755647883	0.9358608153726304	0.9674110620618022	0.9732537003375746	0.8679563749675409	0.8240716696961828	0.8313425084393664	0.764476759283303	0.7543495196052973	0.6124383277070891	0.5846533367956375	0.6956634640353155	0.6102311088029083	0.588158919761101	0.6254219683199169	0.6742404570241496	0.6455466112698001	0.8490002596728122	0.7912230589457284	0.8091404829914308	0.8495196052973254	0.8488704232666839	0.8769150869903921	0.8987276032199428	0.9324850688132953	0.871721630745261	0.8574396260711503	0.8436769670215528	0.8284861075045443	0.710854323552324	0.7157881069851987	0.6386652817450013	0.5692028044663724	0.49285899766294466	0.0	0.6025707608413399	0.7366917683718515	0.7470786808621137	0.7587639574136588	0.823682160477798	0.8543235523240716	0.8099195014282005	0.8597766813814594	0.8963905479096339	0.8718514671513893	0.8873019994806544	0.9518306933264087	0.9497533108283562	0.934692287717476	0.9285899766294469	0.8252401973513374	0.5915346663204363	0.7648662685016878	0.8737990132433134	0.9335237600623215	0.9607894053492599	0.7531809919501429	0.5566086730719294	0.7104648143339393	0.8760062321474942	0.9565048039470267	0.9661126980005194	0.7895351856660607	0.5447935601142561	0.8001817709685796	0.8909374188522462	0.9005453129057388	0.8917164372890158	0.8644507920020774	0.866138665281745	0.8490002596728122	0.7807063100493379	0.7327966761880031	0.6206180212931706	0.5649182030641392	0.5947805764736432	0.6974811737211114	0.8539340431056869	0.8352376006232147	0.8570501168527656	0.8700337574655933	0.9443001817709685	0.8873019994806544	0.9002856400934822	0.9311867047520125	0.923526356790444	0.8937938197870683
E11	0.8870423266683978	0.8789924694884446	0.8822383796416515	0.859127499350818	0.8205660867307193	0.7600623214749416	0.7538301739807842	0.7512334458582186	0.6574915606336017	0.6416515190859517	0.5895871202285121	0.670215528434173	0.6733316021812517	0.6995585562191639	0.7603219942871982	0.7687613606855362	0.8091404829914308	0.8223837964165152	0.8366658010906258	0.8384835107764217	0.8657491560633601	0.901584004154765	0.9585821864450792	0.9675408984679305	0.8892495455725785	0.8576992988834069	0.8692547390288237	0.8114775383017399	0.7897948584783173	0.6999480654375487	0.6786548948325111	0.7459101532069592	0.6561931965723189	0.6443780836146455	0.6607374707868087	0.6689171643728902	0.636198390028564	0.8097896650220722	0.7370812775902363	0.7605816670994547	0.795247987535705	0.8165411581407427	0.8354972734354713	0.8574396260711503	0.9031420410283043	0.8811996883926253	0.866138665281745	0.863801609971436	0.8640612827836925	0.7681121786548948	0.7670734874058686	0.7344845494676707	0.6448974292391587	0.6467151389249546	0.6025707608413399	0.0	0.6320436250324591	0.655803687353934	0.652557777200727	0.7456504803947027	0.8057647364320956	0.7451311347701896	0.8149831212672033	0.8249805245390808	0.8201765775123344	0.8686055569981823	0.9332640872500649	0.9258634121007531	0.9153466632043625	0.9123604258634121	0.8378343287457803	0.644118410802389	0.6729420929628668	0.8147234484549468	0.8995066216567126	0.951960529732537	0.7830433653596468	0.6317839522202026	0.6181511295767333	0.820436250324591	0.9404050895871202	0.9600103869124903	0.830693326408725	0.5903661386652818	0.7392884964944171	0.8387431835886783	0.87405868605557	0.8876915086990392	0.8771747598026487	0.881069851986497	0.8706829394962348	0.8144637756426902	0.796156842378603	0.7168267982342249	0.6755388210854324	0.6743702934302779	0.6325629706569722	0.7958971695663464	0.7888860036354194	0.8151129576733316	0.8504284601402233	0.9028823682160477	0.8692547390288237	0.8836665801090626	0.9002856400934822	0.8771747598026487	0.8784731238639314
E12	0.9522202025447936	0.9514411841080239	0.9500129836406128	0.9385873799013243	0.90950402492859	0.8673071929368995	0.8641911191898208	0.8586081537263048	0.741106206180213	0.7752531809919502	0.7251363282264347	0.6852765515450532	0.6451571020514152	0.6565827057907037	0.715917943391327	0.737860296027006	0.7864191119189821	0.8273175798493898	0.8201765775123344	0.815762139703973	0.8526356790444041	0.8817190340171384	0.9427421448974292	0.9504024928589977	0.9540379122305894	0.9322253960010387	0.9380680342768112	0.8962607115035056	0.8954816930667359	0.817190340171384	0.8068034276811218	0.8636717735653077	0.7522721371072448	0.740197351337315	0.7451311347701896	0.7823941833290055	0.7334458582186445	0.8526356790444041	0.7205920540119449	0.7178654894832511	0.7886263308231628	0.8042066995585562	0.8132952479875357	0.8593871721630745	0.8886003635419372	0.9562451311347702	0.9430018177096858	0.9437808361464555	0.9385873799013243	0.8793819787068294	0.8802908335497274	0.859127499350818	0.7868086211373669	0.7761620358348481	0.7366917683718515	0.6320436250324591	0.0	0.4867566865749156	0.5340171384056089	0.6594391067255259	0.7469488444559854	0.6676188003116074	0.7927810958192677	0.805505063619839	0.7921319137886264	0.8752272137107245	0.9240457024149572	0.9047000779018437	0.9101532069592314	0.9137886263308231	0.9249545572578551	0.7683718514671514	0.6424305375227214	0.8092703193975591	0.8974292391586601	0.9606595689431316	0.8865229810438847	0.7710984159958453	0.6471046481433393	0.7983640612827837	0.9249545572578551	0.9468969098935341	0.9106725525837445	0.7364320955595949	0.73227733056349	0.8478317320176577	0.8854842897948585	0.9058686055569982	0.9500129836406128	0.9511815112957673	0.9439106725525838	0.9059984419631265	0.8983380940015581	0.8222539600103869	0.7790184367696702	0.7865489483251104	0.6711243832770709	0.7760321994287198	0.7692807063100493	0.8239418332900545	0.8682160477797974	0.8800311607374708	0.8789924694884446	0.8993767852505843	0.8852246169826019	0.8814593612048819	0.8896390547909634
E13	0.9563749675408985	0.9576733316021813	0.9594910412879771	0.9467670734874059	0.9153466632043625	0.87405868605557	0.8617242274733835	0.8640612827836925	0.7665541417813555	0.7796676188003117	0.7304596208776941	0.683329005453129	0.5997143599065178	0.6517787587639574	0.6645027265645287	0.6938457543495196	0.7431835886782654	0.7801869644248247	0.8005712801869644	0.8005712801869644	0.8332900545312906	0.8723708127759023	0.9409244352116334	0.9459880550506362	0.9597507141002337	0.9398857439626072	0.9465074006751493	0.9087250064918203	0.9002856400934822	0.8273175798493898	0.802259153466632	0.8650999740327188	0.7586341210075305	0.7500649182030641	0.7513632822643469	0.7808361464554661	0.7183848351077642	0.8458841859257336	0.6933264087250065	0.6896909893534147	0.7553882108543235	0.7683718514671514	0.7947286419111919	0.8274474162555181	0.8745780316800831	0.9591015320695924	0.951051674889639	0.9491041287977149	0.9430018177096858	0.8831472344845495	0.8870423266683978	0.8626330823162814	0.7895351856660607	0.7907037133212153	0.7470786808621137	0.655803687353934	0.4867566865749156	0.0	0.5022072189041807	0.6075045442742145	0.7104648143339393	0.6093222539600104	0.7601921578810699	0.7783692547390288	0.7681121786548948	0.8552324071669696	0.9152168267982342	0.905349259932485	0.9010646585302519	0.9071669696182809	0.9348221241236042	0.7799272916125681	0.6339911711243833	0.7730459620877694	0.8980784211893015	0.9627369514411841	0.8923656193196572	0.7636977408465334	0.6589197611010127	0.769150869903921	0.9157361724227473	0.9430018177096858	0.917943391326928	0.7338353674370294	0.7151389249545572	0.8191378862633082	0.874967540898468	0.8932744741625552	0.9558556219163854	0.9602700597247468	0.9526097117631784	0.9153466632043625	0.9037912230589458	0.8234224876655414	0.795247987535705	0.7934302778499092	0.6681381459361205	0.7464294988314724	0.7520124642949884	0.8244611789145676	0.8610750454427422	0.8631524279407946	0.866138665281745	0.8875616722929109	0.8587379901324331	0.862373409504025	0.8822383796416515
E14	0.9468969098935341	0.9488444559854583	0.951960529732537	0.9379381978706829	0.911841080238899	0.8696442482472085	0.8574396260711503	0.8553622435730979	0.7792781095819268	0.7666839781874838	0.7450012983640613	0.66515190859517	0.5807582446117892	0.622695403791223	0.6423007011165931	0.6652817450012983	0.7470786808621137	0.773305634900026	0.7862892755128538	0.8036873539340431	0.8314723448454947	0.862373409504025	0.9289794858478317	0.9400155803687354	0.951960529732537	0.9328745780316801	0.9410542716177617	0.9017138405608933	0.8970397299402753	0.8327707089067775	0.8035575175279148	0.8613347182549987	0.7787587639574136	0.7595429758504285	0.7564269021033497	0.7690210334977928	0.7208517268242015	0.833030381719034	0.6816411321734615	0.6647623993767853	0.7522721371072448	0.7492858997662944	0.7955076603479616	0.8186185406387951	0.8748377044923397	0.9522202025447936	0.9463775642690211	0.9407945988055051	0.9402752531809919	0.8818488704232667	0.8844455985458323	0.8547130615424565	0.8035575175279148	0.792910932225396	0.7587639574136588	0.652557777200727	0.5340171384056089	0.5022072189041807	0.0	0.593741885224617	0.7069592313684757	0.5955595949104129	0.7529213191378863	0.7942092962866788	0.7716177616203583	0.8483510776421709	0.9082056608673071	0.9054790963386133	0.8949623474422228	0.8958712022851207	0.9284601402233186	0.8023889898727603	0.62217605816671	0.770968579589717	0.899766294468969	0.9567644767592833	0.8875616722929109	0.7797974552064398	0.6477538301739808	0.7683718514671514	0.9131394443001818	0.9397559075564789	0.9145676447675928	0.7447416255518047	0.6822903142041028	0.8039470267462997	0.8648403012204622	0.8835367437029343	0.9471565827057907	0.9514411841080239	0.9462477278628928	0.9149571539859777	0.8984679304076864	0.8196572318878214	0.8053752272137107	0.8036873539340431	0.6742404570241496	0.7582446117891457	0.7592833030381719	0.8235523240716697	0.8547130615424565	0.8615943910672552	0.8736691768371851	0.8745780316800831	0.8644507920020774	0.850298623734095	0.875486886522981
E15	0.9444300181770968	0.9484549467670735	0.9562451311347702	0.9418332900545313	0.9232666839781875	0.9037912230589458	0.8865229810438847	0.8911970916645027	0.8248506881329525	0.8347182549987017	0.8094001558036874	0.7422747338353675	0.66515190859517	0.6928070631004933	0.6387951181511295	0.6350298623734095	0.6564528693845755	0.6955336276291872	0.695403791223059	0.7273435471306154	0.7586341210075305	0.7901843676967022	0.8961308750973773	0.9083354972734354	0.9561152947286419	0.9407945988055051	0.9458582186445079	0.9324850688132953	0.9250843936639834	0.8863931446377564	0.8615943910672552	0.8956115294728642	0.8445858218644507	0.8428979485847832	0.83484809140483	0.840950402492859	0.8103090106465853	0.8748377044923397	0.7629187224097637	0.6844975331082835	0.7679823422487666	0.7050116852765516	0.7151389249545572	0.7398078421189301	0.8196572318878214	0.9522202025447936	0.9470267462996624	0.9431316541158141	0.9430018177096858	0.9123604258634121	0.9135289535185666	0.8987276032199428	0.8452350038950922	0.8488704232666839	0.823682160477798	0.7456504803947027	0.6594391067255259	0.6075045442742145	0.593741885224617	0.0	0.6108802908335498	0.5066216567125422	0.6329524798753571	0.6947546091924176	0.6856660607634381	0.7640872500649182	0.8528953518566607	0.8518566606076344	0.8334198909374189	0.8487405868605556	0.9384575434951961	0.8451051674889639	0.6521682679823423	0.6846273695144118	0.8390028564009349	0.9285899766294469	0.9063879511815113	0.8422487665541418	0.7104648143339393	0.7135808880810179	0.8745780316800831	0.9049597507141003	0.9233965203843157	0.8135549207997923	0.6872240976369774	0.7453908075824461	0.8112178654894833	0.8412100753051156	0.9492339652038432	0.9540379122305894	0.9457283822383796	0.9349519605297325	0.9257335756946248	0.8779537782394183	0.8538042066995586	0.8666580109062582	0.7189041807322774	0.727603219942872	0.7024149571539859	0.7623993767852506	0.8048558815891976	0.8301739807842119	0.8118670475201246	0.8305634900025968	0.8049857179953259	0.799013243313425	0.8270579070371332
E16	0.9093741885224617	0.9135289535185666	0.9193715917943391	0.9209296286678784	0.9096338613347182	0.8979485847831732	0.8896390547909634	0.8958712022851207	0.8667878473123863	0.8562710984159958	0.8510776421708647	0.7861594391067255	0.7314983121267203	0.7348740586860556	0.6480135029862374	0.6260711503505583	0.5894572838223838	0.6243832770708907	0.6381459361204882	0.6890418073227733	0.6837185146715139	0.7600623214749416	0.8788626330823163	0.8953518566606077	0.9218384835107765	0.916515190859517	0.9217086471046482	0.9127499350817969	0.9078161516489224	0.8861334718254998	0.8732796676188003	0.9023630225915347	0.8679563749675409	0.8656193196572319	0.857309789665022	0.8436769670215528	0.8343287457803168	0.8835367437029343	0.7908335497273435	0.7209815632303298	0.741625551804726	0.6764476759283303	0.7143599065177876	0.7007270838743184	0.7795377823941834	0.9176837185146716	0.9163853544533888	0.9198909374188522	0.919761101012724	0.9004154764996105	0.9026226954037913	0.9032718774344326	0.8626330823162814	0.8726304855881589	0.8543235523240716	0.8057647364320956	0.7469488444559854	0.7104648143339393	0.7069592313684757	0.6108802908335498	0.0	0.566216567125422	0.5747857699298884	0.6336016619059984	0.5991950142820047	0.6903401713840561	0.8261490521942353	0.8354972734354713	0.8192677226694365	0.790573876915087	0.9159958452350039	0.8730199948065438	0.7092962866787847	0.6286678784731239	0.7809659828615944	0.8943131654115815	0.8978187483770449	0.8596468449753311	0.7643469228771748	0.6886522981043884	0.84237860296027	0.8906777460399896	0.902492858997663	0.8380940015580369	0.6973513373149831	0.7150090885484289	0.7688911970916645	0.7890158400415477	0.9127499350817969	0.9195014282004674	0.9210594650740067	0.915086990392106	0.9101532069592314	0.8873019994806544	0.8737990132433134	0.8826278888600364	0.7659049597507142	0.7278628927551285	0.6564528693845755	0.7260451830693326	0.7309789665022072	0.7914827317579849	0.7256556738509478	0.7688911970916645	0.750454427421449	0.7531809919501429	0.7744741625551804
E17	0.9180732277330563	0.9201506102311088	0.924435211633342	0.9115814074266424	0.8958712022851207	0.8715917943391327	0.8625032459101533	0.8584783173201765	0.8190080498571799	0.8064139184627369	0.7943391326928071	0.7321474941573617	0.6459361204881849	0.6528174500129836	0.6173721111399636	0.5963386133471825	0.6294468969098935	0.6620358348480914	0.6433393923656193	0.7129317060503765	0.7238379641651519	0.777979745520644	0.8831472344845495	0.8983380940015581	0.9262529213191378	0.9096338613347182	0.9145676447675928	0.8943131654115815	0.88989872760322	0.8634121007530512	0.8325110360945209	0.8675668657491561	0.8275772526616463	0.8251103609452091	0.8173201765775123	0.8083614645546612	0.7800571280186964	0.8544533887301999	0.7224097636977408	0.6493118670475201	0.7268242015061023	0.6724227473383537	0.6891716437289016	0.7199428719813036	0.7907037133212153	0.9246948844455986	0.9183329005453129	0.9108023889898728	0.9126200986756686	0.8776941054271618	0.878732796676188	0.8657491560633601	0.8275772526616463	0.8293949623474423	0.8099195014282005	0.7451311347701896	0.6676188003116074	0.6093222539600104	0.5955595949104129	0.5066216567125422	0.566216567125422	0.0	0.6428200467411062	0.6817709685795897	0.671643728901584	0.7468190080498571	0.8473123863931447	0.8635419371591795	0.8338094001558037	0.8230329784471566	0.9032718774344326	0.8405608932744741	0.6351596987795378	0.6533367956374968	0.8227733056349	0.9130096078940535	0.877304596208777	0.817190340171384	0.7133212152687614	0.6964424824720852	0.8514671513892496	0.8958712022851207	0.8891197091664502	0.7900545312905739	0.6529472864191119	0.7218904180732277	0.7812256556738509	0.8079719553362763	0.9207997922617502	0.9252142300701116	0.9130096078940535	0.9018436769670215	0.8918462736951441	0.8566606076343807	0.8397818748377045	0.8449753310828356	0.6913788626330823	0.7181251622955077	0.6676188003116074	0.743962607115035	0.7487665541417814	0.8081017917424046	0.7705790703713321	0.800830952999221	0.7717475980264866	0.7761620358348481	0.8000519345624513
E18	0.8972994027525318	0.9021033497792781	0.9123604258634121	0.9148273175798494	0.9076863152427941	0.8966502207218904	0.8815891976110102	0.8906777460399896	0.8571799532588938	0.8697740846533368	0.856790444040509	0.811607374707868	0.7618800311607374	0.7695403791223059	0.7034536484030122	0.644118410802389	0.6175019475460919	0.6047779797455206	0.6141262009867566	0.6219163853544534	0.6691768371851468	0.729031420410283	0.8622435730978967	0.8861334718254998	0.9154764996104908	0.9123604258634121	0.918852246169826	0.9126200986756686	0.8998961308750973	0.8879511815112958	0.8719813035575176	0.9010646585302519	0.8861334718254998	0.8796416515190859	0.8761360685536225	0.8523760062321475	0.851207478576993	0.8987276032199428	0.8212152687613606	0.7599324850688133	0.7612308491300961	0.6996883926252921	0.6934562451311348	0.6560633601661906	0.7668138145936121	0.9023630225915347	0.9076863152427941	0.9140482991430797	0.9153466632043625	0.8963905479096339	0.890418073227733	0.8958712022851207	0.8499091145157102	0.8800311607374708	0.8597766813814594	0.8149831212672033	0.7927810958192677	0.7601921578810699	0.7529213191378863	0.6329524798753571	0.5747857699298884	0.6428200467411062	0.0	0.6050376525577772	0.5467411062061802	0.6737211113996364	0.8242015061023111	0.826019215788107	0.8136847572059206	0.8001817709685796	0.9063879511815113	0.8532848610750454	0.7453908075824461	0.6481433393923656	0.7829135289535185	0.8911970916645027	0.888081017917424	0.8640612827836925	0.7918722409763698	0.6938457543495196	0.8208257595429759	0.8736691768371851	0.8971695663464035	0.8414697481173721	0.6934562451311348	0.6877434432614905	0.7387691508699039	0.7694105427161776	0.9057387691508699	0.9076863152427941	0.9110620618021293	0.905349259932485	0.9044404050895871	0.8911970916645027	0.8791223058945729	0.896909893534147	0.7938197870682939	0.7526616463256297	0.684237860296027	0.7207218904180732	0.7133212152687614	0.799013243313425	0.7340950402492858	0.762139703972994	0.7404570241495715	0.7363022591534666	0.7661646325629706
E19	0.9241755388210854	0.9302778499091146	0.9431316541158141	0.9409244352116334	0.9378083614645547	0.9336535964684497	0.9110620618021293	0.9245650480394703	0.8776941054271618	0.8906777460399896	0.8782134510516749	0.8025188262788886	0.7704492339652038	0.8238119968839263	0.734614385873799	0.7031939755907557	0.6578810698519865	0.6564528693845755	0.6413918462736952	0.5376525577772008	0.5719293689950662	0.6476239937678525	0.805505063619839	0.8344585821864451	0.9462477278628928	0.9406647623993768	0.9484549467670735	0.9396260711503506	0.9431316541158141	0.9256037392884965	0.9075564788366658	0.935601142560374	0.9017138405608933	0.9115814074266424	0.9047000779018437	0.8918462736951441	0.8744481952739548	0.9089846793040769	0.8400415476499611	0.7799272916125681	0.7764217086471047	0.7347442222799273	0.6964424824720852	0.6585302518826279	0.7260451830693326	0.9332640872500649	0.9341729420929629	0.9383277070890678	0.9419631264606596	0.9279407945988055	0.9228771747598027	0.9304076863152428	0.8861334718254998	0.9071669696182809	0.8963905479096339	0.8249805245390808	0.805505063619839	0.7783692547390288	0.7942092962866788	0.6947546091924176	0.6336016619059984	0.6817709685795897	0.6050376525577772	0.0	0.4531290573876915	0.5754349519605297	0.7295507660347962	0.7348740586860556	0.7246169826019215	0.7287717475980264	0.942612308491301	0.8976889119709166	0.7707089067774604	0.6564528693845755	0.6786548948325111	0.8370553103090106	0.9282004674110621	0.9009348221241236	0.7857699298883407	0.6711243832770709	0.7657751233445859	0.8247208517268242	0.930018177096858	0.873149831212672	0.730849130096079	0.6621656712542197	0.694494936380161	0.7478576992988835	0.9391067255258374	0.9445598545832251	0.9428719813035575	0.9463775642690211	0.9462477278628928	0.9280706310049338	0.9111918982082576	0.9245650480394703	0.8096598286159439	0.731368475720592	0.6477538301739808	0.6904700077901844	0.6876136068553622	0.7325370033757466	0.6652817450012983	0.7118930148013503	0.6634640353155025	0.6890418073227733	0.7046221760581667
E20	0.8892495455725785	0.8998961308750973	0.9115814074266424	0.9089846793040769	0.8996364580628409	0.9002856400934822	0.8776941054271618	0.8941833290054532	0.8612048818488705	0.8640612827836925	0.8588678265385614	0.7920020773824981	0.7618800311607374	0.7860296027005973	0.7051415216826799	0.6770968579589717	0.6399636458062841	0.615164892235783	0.6117891456764477	0.5588158919761101	0.5655673850947806	0.6782653856141262	0.8329005453129057	0.8543235523240716	0.9149571539859777	0.9087250064918203	0.9184627369514412	0.9097636977408465	0.9115814074266424	0.9000259672812256	0.8784731238639314	0.9001558036873539	0.8935341469748117	0.8902882368216047	0.8811996883926253	0.8728901584004155	0.8571799532588938	0.9027525318099195	0.8284861075045443	0.7696702155284342	0.7735653077122825	0.7118930148013503	0.7128018696442483	0.6602181251622955	0.7124123604258634	0.9002856400934822	0.9022331861854064	0.9069072968060244	0.9126200986756686	0.8976889119709166	0.8895092183848351	0.8970397299402753	0.8588678265385614	0.8888600363541937	0.8718514671513893	0.8201765775123344	0.7921319137886264	0.7681121786548948	0.7716177616203583	0.6856660607634381	0.5991950142820047	0.671643728901584	0.5467411062061802	0.4531290573876915	0.0	0.5833549727343547	0.7564269021033497	0.7713580888081017	0.7566865749156063	0.7344845494676707	0.9089846793040769	0.8636717735653077	0.7585042846014022	0.6262009867566866	0.7044923396520384	0.8553622435730979	0.8947026746299662	0.8657491560633601	0.7847312386393145	0.6761880031160737	0.7900545312905739	0.847442222799273	0.8975590755647883	0.8471825499870164	0.7054011944949364	0.6719034017138406	0.7063100493378344	0.7446117891456765	0.908075824461179	0.9113217346143859	0.910932225396001	0.9124902622695403	0.9084653336795637	0.9023630225915347	0.8900285640093483	0.8958712022851207	0.7913528953518567	0.7405868605556998	0.6437289015840042	0.671643728901584	0.6626850168787328	0.7331861854063879	0.6586600882887562	0.7057907037133212	0.6886522981043884	0.7186445079200208	0.7190340171384056
E21	0.8770449233965204	0.859127499350818	0.8741885224616983	0.8730199948065438	0.8714619579330044	0.8712022851207478	0.8561412620098676	0.8688652298104389	0.8861334718254998	0.8549727343547131	0.8776941054271618	0.8410802388989873	0.8200467411062062	0.8310828356271098	0.7666839781874838	0.7213710724487146	0.7029343027784991	0.6373669176837186	0.6642430537522721	0.6258114775383017	0.5797195533627629	0.5664762399376785	0.7394183329005453	0.7659049597507142	0.8769150869903921	0.8689950662165671	0.8799013243313425	0.8728901584004155	0.8782134510516749	0.8988574396260711	0.8580888081017918	0.8696442482472085	0.9101532069592314	0.9022331861854064	0.8978187483770449	0.8534146974811737	0.8575694624772786	0.9196312646065957	0.8630225915346663	0.8100493378343288	0.8243313425084393	0.7612308491300961	0.7272137107244872	0.6329524798753571	0.7365619319657232	0.8648403012204622	0.8636717735653077	0.8674370293430278	0.874967540898468	0.8601661905998442	0.8580888081017918	0.8674370293430278	0.8686055569981823	0.8996364580628409	0.8873019994806544	0.8686055569981823	0.8752272137107245	0.8552324071669696	0.8483510776421709	0.7640872500649182	0.6903401713840561	0.7468190080498571	0.6737211113996364	0.5754349519605297	0.5833549727343547	0.0	0.6269800051934562	0.6768371851467151	0.6584004154764996	0.6503505582965463	0.8715917943391327	0.8760062321474942	0.837704492339652	0.6799532588937938	0.6104907816151649	0.7412360425863412	0.8662685016878733	0.8634121007530512	0.8417294209296287	0.6885224616982601	0.7305894572838224	0.777070890677746	0.8630225915346663	0.851207478576993	0.7708387431835887	0.6798234224876656	0.6607374707868087	0.6652817450012983	0.8692547390288237	0.8762659049597508	0.8737990132433134	0.8765255777720072	0.8806803427681121	0.8783432874578032	0.8819787068293949	0.881069851986497	0.8249805245390808	0.7820046741106206	0.6825499870163594	0.6830693326408726	0.6381459361204882	0.7392884964944171	0.5720592054011945	0.6550246689171644	0.6121786548948325	0.6563230329784472	0.6404829914307972
E22	0.9609192417553882	0.9700077901843677	0.9749415736172423	0.9763697740846533	0.9744222279927292	0.9684497533108284	0.9618280965982862	0.9611789145676448	0.9498831472344845	0.950532329265126	0.9549467670734874	0.9127499350817969	0.8963905479096339	0.9280706310049338	0.8744481952739548	0.863801609971436	0.8232926512594131	0.8049857179953259	0.7820046741106206	0.7311088029083355	0.7381199688392626	0.5773824980524539	0.5899766294468969	0.622695403791223	0.9772786289275512	0.9736432095559595	0.9801350298623734	0.9752012464294988	0.9752012464294988	0.9659828615943911	0.9626071150350558	0.9688392625292132	0.9600103869124903	0.956634640353155	0.965463515969878	0.9567644767592833	0.9498831472344845	0.9610490781615165	0.9297585042846014	0.8876915086990392	0.8947026746299662	0.8561412620098676	0.8428979485847832	0.7605816670994547	0.7855102570760841	0.9745520643988574	0.9740327187743443	0.9771487925214231	0.978576992988834	0.9705271358088808	0.9688392625292132	0.9703972994027525	0.9522202025447936	0.9570241495715398	0.9518306933264087	0.9332640872500649	0.9240457024149572	0.9152168267982342	0.9082056608673071	0.8528953518566607	0.8261490521942353	0.8473123863931447	0.8242015061023111	0.7295507660347962	0.7564269021033497	0.6269800051934562	0.0	0.5076603479615684	0.5216826798234225	0.5610231108802909	0.9777979745520644	0.9672812256556739	0.9209296286678784	0.847442222799273	0.5625811477538302	0.5910153206959231	0.9698779537782394	0.9535185666060764	0.8944430018177096	0.7818748377044923	0.5853025188262789	0.6284082056608673	0.9659828615943911	0.9404050895871202	0.8663983380940016	0.7586341210075305	0.6121786548948325	0.5885484289794859	0.9739028823682161	0.9772786289275512	0.9772786289275512	0.9793560114256037	0.9750714100233705	0.9685795897169567	0.9623474422227992	0.9650740067514931	0.9178135549207997	0.8548428979485848	0.80316800830953	0.8009607894053492	0.7795377823941834	0.744871461957933	0.6885224616982601	0.6334718254998701	0.6423007011165931	0.6529472864191119	0.6054271617761621
E23	0.9641651519085952	0.9727343547130616	0.9766294468969099	0.9779278109581927	0.976239937678525	0.9684497533108284	0.9592313684757205	0.9649441703453648	0.9376785250584264	0.951051674889639	0.9493638016099715	0.9018436769670215	0.8943131654115815	0.9279407945988055	0.8765255777720072	0.8734095040249286	0.8457543495196053	0.8370553103090106	0.8016099714359907	0.750454427421449	0.7679823422487666	0.6265904959750714	0.5837444819527395	0.61010127239678	0.9800051934562451	0.9761101012723968	0.9798753570501169	0.9737730459620878	0.9763697740846533	0.9628667878473124	0.9619579330044145	0.9711763178395222	0.961308750973773	0.9605297325370034	0.9641651519085952	0.9580628408205661	0.9457283822383796	0.9642949883147235	0.9257335756946248	0.8996364580628409	0.9082056608673071	0.8734095040249286	0.8583484809140483	0.792910932225396	0.8113477018956116	0.9772786289275512	0.9775383017398078	0.9797455206439886	0.9802648662685017	0.9723448454946767	0.972994027525318	0.9731238639314463	0.9433913269280706	0.954297585042846	0.9497533108283562	0.9258634121007531	0.9047000779018437	0.905349259932485	0.9054790963386133	0.8518566606076344	0.8354972734354713	0.8635419371591795	0.826019215788107	0.7348740586860556	0.7713580888081017	0.6768371851467151	0.5076603479615684	0.0	0.5327187743443261	0.5599844196312646	0.9802648662685017	0.9594910412879771	0.9119709166450273	0.8609452090366139	0.5930927031939756	0.584913009607894	0.965463515969878	0.9541677486367177	0.8961308750973773	0.7890158400415477	0.5923136847572059	0.6028304336535965	0.9679304076863152	0.9418332900545313	0.8758763957413659	0.7784990911451571	0.62594131394443	0.5993248506881329	0.9752012464294988	0.9787068293949623	0.9789665022072189	0.9783173201765775	0.9753310828356271	0.9683199169047001	0.9562451311347702	0.9659828615943911	0.9169047000779018	0.8636717735653077	0.8200467411062062	0.8223837964165152	0.8023889898727603	0.7592833030381719	0.7404570241495715	0.5959491041287978	0.6615164892235783	0.6439885743962607	0.59049597507141
