Source,Target,Type,Id,Label,timeset,Weight,att1
361,405,Undirected,2444,+,,0.939083,+
361,416,Undirected,2445,+,,0.759515,+
361,421,Undirected,2446,+,,0.75448,+
361,422,Undirected,2447,+,,0.800852,+
361,431,Undirected,2448,+,,0.919519,+
361,438,Undirected,2449,+,,0.756259,+
361,451,Undirected,2450,+,,0.863413,+
361,455,Undirected,2451,+,,0.854966,+
362,419,Undirected,2452,+,,0.724205,+
362,433,Undirected,2453,+,,0.743065,+
362,457,Undirected,2454,+,,0.787023,+
364,389,Undirected,2455,+,,0.783714,+
364,429,Undirected,2456,+,,0.811296,+
364,447,Undirected,2457,+,,0.78494,+
364,467,Undirected,2458,+,,0.72523,+
364,468,Undirected,2459,+,,0.725206,+
364,471,Undirected,2460,+,,0.761782,+
365,455,Undirected,2461,+,,0.731453,+
367,382,Undirected,2462,+,,0.766927,+
368,381,Undirected,2463,+,,0.766051,+
368,386,Undirected,2464,+,,0.817813,+
368,387,Undirected,2465,+,,0.878766,+
368,404,Undirected,2466,+,,0.847499,+
368,418,Undirected,2467,+,,0.84302,+
368,437,Undirected,2468,+,,0.764974,+
368,439,Undirected,2469,+,,0.770547,+
368,461,Undirected,2470,+,,0.725064,+
368,463,Undirected,2471,+,,0.726999,+
369,370,Undirected,2472,+,,0.738741,+
369,390,Undirected,2473,+,,0.771214,+
369,403,Undirected,2474,+,,0.773972,+
369,405,Undirected,2475,+,,0.797497,+
369,421,Undirected,2476,+,,0.754534,+
369,451,Undirected,2477,+,,0.83293,+
370,371,Undirected,2478,+,,0.791729,+
370,383,Undirected,2479,+,,0.758427,+
370,390,Undirected,2480,+,,0.825775,+
370,403,Undirected,2481,+,,0.892033,+
370,405,Undirected,2482,+,,0.900778,+
370,416,Undirected,2483,+,,0.727971,+
370,422,Undirected,2484,+,,0.727466,+
370,431,Undirected,2485,+,,0.881873,+
370,451,Undirected,2486,+,,0.823704,+
370,455,Undirected,2487,+,,0.862136,+
371,383,Undirected,2488,+,,0.810026,+
371,390,Undirected,2489,+,,0.764109,+
371,403,Undirected,2490,+,,0.771897,+
371,405,Undirected,2491,+,,0.8771,+
371,416,Undirected,2492,+,,0.8422,+
371,422,Undirected,2493,+,,0.824606,+
371,426,Undirected,2494,-,,0.769198,-
371,431,Undirected,2495,+,,0.817291,+
371,450,Undirected,2496,+,,0.74017,+
371,451,Undirected,2497,+,,0.772793,+
371,472,Undirected,2498,+,,0.832023,+
372,391,Undirected,2499,+,,0.808171,+
372,461,Undirected,2500,+,,0.80359,+
374,448,Undirected,2501,+,,0.749978,+
375,405,Undirected,2502,+,,0.731501,+
375,422,Undirected,2503,+,,0.735212,+
375,431,Undirected,2504,+,,0.720414,+
375,472,Undirected,2505,+,,0.748703,+
376,439,Undirected,2506,+,,0.723815,+
377,397,Undirected,2507,+,,0.749888,+
377,407,Undirected,2508,+,,0.811724,+
377,421,Undirected,2509,+,,0.770315,+
377,435,Undirected,2510,+,,0.809741,+
377,457,Undirected,2511,+,,0.733068,+
377,473,Undirected,2512,+,,0.809061,+
378,421,Undirected,2513,+,,0.771061,+
378,451,Undirected,2514,+,,0.725566,+
379,393,Undirected,2515,+,,0.747342,+
380,424,Undirected,2516,+,,0.870022,+
381,386,Undirected,2517,+,,0.804851,+
381,404,Undirected,2518,+,,0.833495,+
381,418,Undirected,2519,+,,0.851948,+
381,437,Undirected,2520,+,,0.834906,+
381,461,Undirected,2521,+,,0.747906,+
383,405,Undirected,2522,+,,0.787082,+
383,416,Undirected,2523,+,,0.788695,+
383,431,Undirected,2524,+,,0.753526,+
383,472,Undirected,2525,+,,0.731911,+
385,407,Undirected,2526,+,,0.737983,+
386,387,Undirected,2527,+,,0.850963,+
386,404,Undirected,2528,+,,0.861857,+
386,418,Undirected,2529,+,,0.932919,+
386,437,Undirected,2530,+,,0.854137,+
386,439,Undirected,2531,+,,0.74675,+
386,461,Undirected,2532,+,,0.824113,+
387,404,Undirected,2533,+,,0.746709,+
387,418,Undirected,2534,+,,0.792258,+
388,396,Undirected,2535,+,,0.743114,+
389,429,Undirected,2536,+,,0.836856,+
389,447,Undirected,2537,+,,0.798167,+
389,468,Undirected,2538,+,,0.752172,+
389,471,Undirected,2539,+,,0.86708,+
390,403,Undirected,2540,+,,0.784517,+
390,405,Undirected,2541,+,,0.86832,+
390,422,Undirected,2542,+,,0.738325,+
390,431,Undirected,2543,+,,0.836074,+
390,438,Undirected,2544,+,,0.762199,+
390,451,Undirected,2545,+,,0.870849,+
390,455,Undirected,2546,+,,0.790673,+
395,470,Undirected,2547,+,,0.726163,+
396,470,Undirected,2548,+,,0.723234,+
397,421,Undirected,2549,+,,0.743084,+
397,435,Undirected,2550,+,,0.781545,+
397,457,Undirected,2551,+,,0.78908,+
397,473,Undirected,2552,+,,0.793041,+
398,409,Undirected,2553,+,,0.749787,+
399,409,Undirected,2554,+,,0.738267,+
401,455,Undirected,2555,+,,0.743724,+
403,405,Undirected,2556,+,,0.896568,+
403,431,Undirected,2557,+,,0.857722,+
403,451,Undirected,2558,+,,0.798577,+
403,455,Undirected,2559,+,,0.886984,+
404,418,Undirected,2560,+,,0.87118,+
404,437,Undirected,2561,+,,0.80009,+
404,439,Undirected,2562,+,,0.808652,+
404,461,Undirected,2563,+,,0.818877,+
405,416,Undirected,2564,+,,0.797505,+
405,421,Undirected,2565,+,,0.782564,+
405,422,Undirected,2566,+,,0.769046,+
405,431,Undirected,2567,+,,0.929666,+
405,438,Undirected,2568,+,,0.773491,+
405,451,Undirected,2569,+,,0.858253,+
405,455,Undirected,2570,+,,0.854045,+
405,457,Undirected,2571,+,,0.733515,+
405,472,Undirected,2572,+,,0.733556,+
407,434,Undirected,2573,+,,0.800697,+
407,442,Undirected,2574,+,,0.844449,+
407,473,Undirected,2575,+,,0.776182,+
411,420,Undirected,2576,+,,0.738633,+
412,428,Undirected,2577,+,,0.776669,+
416,422,Undirected,2578,+,,0.742134,+
416,431,Undirected,2579,+,,0.75241,+
416,472,Undirected,2580,+,,0.776029,+
418,437,Undirected,2581,+,,0.87282,+
418,439,Undirected,2582,+,,0.74234,+
418,441,Undirected,2583,+,,0.780844,+
418,461,Undirected,2584,+,,0.833952,+
418,463,Undirected,2585,+,,0.742756,+
419,433,Undirected,2586,+,,0.728507,+
419,457,Undirected,2587,+,,0.739828,+
421,435,Undirected,2588,+,,0.752384,+
421,438,Undirected,2589,+,,0.774267,+
421,451,Undirected,2590,+,,0.789659,+
421,457,Undirected,2591,+,,0.807913,+
422,431,Undirected,2592,+,,0.755411,+
422,472,Undirected,2593,+,,0.771796,+
426,453,Undirected,2594,+,,0.760102,+
429,447,Undirected,2595,+,,0.846771,+
429,471,Undirected,2596,+,,0.860993,+
429,472,Undirected,2597,-,,0.76856,-
430,450,Undirected,2598,+,,0.779642,+
431,451,Undirected,2599,+,,0.831143,+
431,455,Undirected,2600,+,,0.810537,+
433,438,Undirected,2601,+,,0.733293,+
433,457,Undirected,2602,+,,0.789944,+
434,442,Undirected,2603,+,,0.811496,+
435,457,Undirected,2604,+,,0.725261,+
435,473,Undirected,2605,+,,0.743575,+
437,439,Undirected,2606,+,,0.787276,+
437,441,Undirected,2607,+,,0.746317,+
437,461,Undirected,2608,+,,0.86975,+
438,451,Undirected,2609,+,,0.786488,+
438,457,Undirected,2610,+,,0.899773,+
439,461,Undirected,2611,+,,0.774278,+
447,467,Undirected,2612,+,,0.780356,+
447,471,Undirected,2613,+,,0.834722,+
447,472,Undirected,2614,-,,0.762359,-
450,472,Undirected,2615,+,,0.721976,+
451,455,Undirected,2616,+,,0.746975,+
451,457,Undirected,2617,+,,0.75478,+
456,459,Undirected,2618,+,,0.733868,+
457,473,Undirected,2619,+,,0.804154,+
464,469,Undirected,2620,+,,0.826359,+
471,472,Undirected,2621,-,,0.750074,-
